rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-7935-dup-1,,madelein,meahkoureas,missing,perdh,02 2617 8534,7816 6489 6673 5225,32734.78,40,54317.8,91,m,73.039
rec-7935-org,male,madeleine,merkoureas,2905,perth,02 2617 8534,7816 6489 6673 5225,32734.78,40,54317.8,91,m,73.039
rec-7936-org,male,holly,rees,2615,sydney,04 9525 7030,8930 5539 2197 2828,57268.33,99,106451.2,25,f,70.039
rec-7937-org,male,faith,white,2602,melbourne,03 9601 7411,7866 6057 5728 5301,67218.98,110,133860.4,16,f,75.010
rec-7938-org,male,madeleine,grubb,2615,melbourne,03 1971 7669,3180 3780 5556 8740,48425.22,42,252775.1,27,f,74.018
rec-7939-dup-0,female,tuscany,coleman,2694,,,1563 3632 47174 2945,55056.34,97,75001.2,02,f,81.577
rec-7939-dup-1,,tuscani,colman,2694,perth,04 0185 1060,18563 3632 4174 2945,55056.34,97,75001.2,20,f,81.577
rec-7939-org,female,tuscany,coleman,2604,perth,04 0185 1060,1563 3632 4174 2945,55056.34,97,75001.2,20,f,81.577
rec-7940-org,female,harley,coulson,2617,sydney,02 2167 4497,7588 7316 4969 4053,33364.25,106,39263.5,15,m,81.038
rec-7941-org,male,olivia,coleman,2602,melbourne,04 5741 6902,5226 5376 0528 1991,32092.79,17,20221.8,32,m,75.692
rec-7942-org,male,mila,highfield,2913,melbourne,07 3207 3831,4310 3450 0216 8102,56916.10,115,104855.5,83,f,78.225
rec-7943-dup-0,,briana,tucckwell,2602,sydmey,08 7683 3236,3082 6241 69766 6858,66758.57,13,129747.5,42,f,68.308
rec-7943-org,female,brianna,tuckwell,2602,sydney,08 7683 3236,3082 6241 9766 6858,66758.57,13,129747.5,42,f,68.308
rec-7944-dup-0,,mari,buer,2621,melpourne,02 4006 3193,6070 9551 182 1380,70543.56,53,41273.7,100,na,70.066
rec-7944-org,male,mary,buer,2611,melbourne,02 4006 3193,6070 9551 1822 1380,70543.56,53,41273.7,100,na,70.066
rec-7945-dup-0,,madijon,clark,2y15,sydney,,0049 7622 3365 6643,3215.43,102,84629.5,99,f,72.225
rec-7945-org,female,madison,clarke,2615,sydney,03 8765 4341,0049 7622 3365 6643,3215.43,102,84629.5,99,f,72.225
rec-7946-dup-0,female,foebe,riean,missing,sydney,,3049 537 4571 8223,31124.81,82,159383.6,23,f,72.286
rec-7946-dup-1,,poebe,rian,2992,sydney,07 8013 4480,3049 530 4571 8223,31124.81,82,159383.6,23,f,72.286
rec-7946-org,female,phoebe,ryan,2902,sydney,07 8013 4480,3049 5307 4571 8223,31124.81,82,159383.6,23,f,72.286
rec-7947-dup-0,,chelzea,bixop,2906,melbourne,04 6030 1649,65863328 2228 6170,64415.05,92,138163.2,596,f,77.068
rec-7947-org,female,chelsea,bishop,2906,melbourne,04 6030 1649,6586 3328 2228 6170,64415.05,92,138163.2,59,f,77.068
rec-7948-dup-0,male,paig,mortlokk,2907,sydnwy,,4517 1820 8470 6438,50175.21,31,35232.6,66,na,73.540
rec-7948-dup-1,male,paig,mordlock,2906,sydney,,4517 1820 470 6438,50175.21,31,35232.6,6,na,73.540
rec-7948-dup-2,,paike,mortlock,2906,stydney,,4517 18 20 8470 6438,50175.21,31,35232.6,66,na,73.540
rec-7948-org,male,paige,mortlock,2906,sydney,04 7395 4835,4517 1820 8470 6438,50175.21,31,35232.6,66,na,73.540
rec-7949-dup-0,male,rosie,ryan,missing,sydndy,,92868 2189 2222 1624,37141.65,28,117278.9,53,f,73.442
rec-7949-org,male,rosie,ryan,2602,sydney,02 0253 7199,9288 2189 2222 1624,37141.65,28,117278.9,35,f,73.442
rec-7950-dup-0,male,amper,lomman,26o7,melbourn,,9426 9584 3026 2655,33105.40,104,33139.2,82,f,71.312
rec-7950-dup-1,male,ambeah,lomrnan,26o7,melbo8rne,,9426 9584 3026 2655,33105.40,104,33139.2,28,f,71.312
rec-7950-dup-2,,amper,lomman,2607,,,9426 9584 326 2655,33105.40,104,33139.2,28,f,71.312
rec-7950-org,male,amber,lomman,2607,melbourne,08 9509 6831,9426 9584 3026 2655,33105.40,104,33139.2,28,f,71.312
rec-7951-org,male,courtney,wardle,2604,sydney,07 5711 0520,1717 8359 3685 0978,42473.39,14,32470.9,80,f,69.622
rec-7952-dup-0,,nikita,robson,2695,sydndy,,3908 429 8846 4540,60541.84,17,42243.6,72,f,72.589
rec-7952-dup-1,male,nikida,robson,2604,sudney,,390 4229 8846 4540,60541.84,17,42243.6,72,f,72.589
rec-7952-org,male,nikita,robson,2605,sydney,04 2524 7909,3908 4229 8846 4540,60541.84,17,42243.6,72,f,72.589
rec-7953-dup-0,,cazsandra,quazt,2605,melborne,04 3285 4045,9625 1636 3328 0017,70724.78,52,8676.7,41,na,72.052
rec-7953-dup-1,,cazsandra,quast,2606,melbouahne,,9625 1636 3328 0017,70724.78,52,8676.7,14,na,72.052
rec-7953-dup-2,,kassandra,kuast,2606,melbourje,,9625 1636 3328 0017,70724.78,52,8676.7,41,na,72.052
rec-7953-org,male,cassandra,quast,2606,melbourne,04 3285 4045,9625 1636 3328 0017,70724.78,52,8676.7,41,na,72.052
rec-7954-org,male,tarnia,heidrich,2903,melbourne,08 5291 5421,8073 6230 9884 6171,27203.58,54,57156.3,34,f,72.183
rec-7955-dup-0,,alex,vinsent,2617,perdh,,2362 17870 3721 2271,53754.69,22,28293.2,100,na,71.297
rec-7955-dup-1,,aleecs,vinkent,2627,perth,,2362 1787 3721 2271,53754.69,22,28293.2,100,na,71.297
rec-7955-org,female,alex,vincent,2617,perth,02 8702 2685,2362 1787 3721 2271,53754.69,22,28293.2,100,na,71.297
rec-7956-dup-0,,giorgia,pasamore,26o7,melbourne,,1670 82119020 0973,29350.53,16,21748.3,97,na,80.606
rec-7956-dup-1,male,girgia,passmore,260u,melbourn,,1670 8211 9020 30973,29350.53,16,21748.3,97,na,80.606
rec-7956-dup-2,,gioahgia,passmore,2606,melbourne,,1670 821 9020 0973,29350.53,16,21748.3,97,na,80.606
rec-7956-org,male,giorgia,passmore,2607,melbourne,08 6774 6712,1670 8211 9020 0973,29350.53,16,21748.3,97,na,80.606
rec-7957-dup-0,male,aaura,forrasi,2614,melbo7rne,07 3963 9496,6706 7552 8064 08969,55020.93,111,22786.2,46,m,74.835
rec-7957-dup-1,male,lbura,vorasi,2615,melvourne,,6706 75528 8064 0896,55020.93,111,22786.2,46,m,74.835
rec-7957-org,male,laura,vorrasi,2615,melbourne,07 3963 9496,6706 7552 8064 0896,55020.93,111,22786.2,46,m,74.835
rec-7958-org,female,giaan,maynard,2604,brisbane,04 2101 3882,6542 7055 7774 8855,68071.77,75,198227.1,72,f,78.550
rec-7959-org,female,victoria,budge,2606,brisbane,07 6239 3026,2584 2656 0199 3596,38536.24,81,62225.7,88,na,72.170
rec-7960-dup-0,,katelvn,winfild,2603,melborne,02 1826 0504,2694 2326 6267 4984,71951.66,91,40450.2,78,na,81.643
rec-7960-org,male,katelyn,winfield,2602,melbourne,02 1826 0504,2694 2326 6267 4984,71951.66,91,40450.2,78,na,81.643
rec-7961-org,female,isabelle,coppinger,2615,brisbane,08 6966 1578,3504 4794 4530 4914,15433.86,47,115049.0,55,f,72.526
rec-7962-org,female,gabriella,brain,2617,canberra,07 3011 0454,5586 7464 4612 5157,57309.05,18,102526.0,12,f,79.735
rec-7963-dup-0,,indijana,jteinert,2603,perdh,,1769 0561 4003 0357,25164.27,76,47361.9,31,m,74.475
rec-7963-org,female,indiana,steinert,2603,perth,04 1748 5446,1769 0561 4003 0357,25164.27,76,47361.9,31,m,74.475
rec-7964-dup-0,,alrex,maynard,2612,meobourne,,4353 165 4473 6931,14654.68,71,95701.3,102,na,75.740
rec-7964-dup-1,male,alec,maynaahd,2613,melbou4ne,,4353 1965 4473 6931,14654.68,71,95701.3,102,na,75.740
rec-7964-org,male,alex,maynard,2612,melbourne,04 0556 2919,4353 1965 4473 6931,14654.68,71,95701.3,102,na,75.740
rec-7965-org,female,georgia,berry,2914,brisbane,03 2719 8711,9738 0138 7748 7719,61755.40,43,59025.0,23,f,74.893
rec-7966-org,male,keeley,cowell,2617,melbourne,08 3888 9377,1427 1554 3228 8950,51711.22,26,20670.8,49,f,80.204
rec-7967-dup-0,,geoahgia,widdowzon,2605,canberrs,,8941 8910 8003 5088,53595.63,55,129489.1,93,f,78.109
rec-7967-org,female,georgia,widdowson,2605,canberra,07 3088 8254,8941 8910 8003 5088,53595.63,55,129489.1,93,f,78.109
rec-7968-org,male,jade,white,2913,sydney,02 1636 0187,4630 2662 9857 2917,48134.40,53,49330.7,95,na,80.378
rec-7969-dup-0,,emma,grybovvski,missing,sydney,,5698 8157 0210 2852,69112.39,24,87261.7,568,m,75.776
rec-7969-dup-1,female,emna,grybowsli,2994,sydny,07 2748 1855,5698 8157 0210 2852,69112.39,24,87261.7,48,m,75.776
rec-7969-dup-2,,emma,grypowski,2904,sydny,,5698 8157 0210 2852,69112.39,24,87261.7,88,m,75.776
rec-7969-org,female,emma,grybowski,2904,sydney,07 2748 1855,5698 8157 0210 2852,69112.39,24,87261.7,58,m,75.776
rec-7970-org,male,holly,roelsma,2913,sydney,07 7522 6368,3809 6435 8818 0949,41053.55,54,84928.7,43,m,72.819
rec-7971-dup-0,,m7a,zaveljevs,2617,sydney,,2747 4381 5105 4719,63197.73,40,25056.2,46,na,72.839
rec-7971-org,male,mya,saveljevs,2617,sydney,03 3893 6114,2747 4381 5105 4719,63197.73,40,25056.2,64,na,72.839
rec-7972-dup-0,female,chevonn,wodton,260y,petth,02 5269 8769,4760 169 1109 6678,66451.10,5,43450.1,96,na,74.957
rec-7972-dup-1,female,khevonne,wodton,2606,perth,,4760 1679 1109 66578,66451.10,5,43450.1,94,na,74.957
rec-7972-org,female,chevonne,wotton,2606,perth,02 5269 8769,4760 1679 1109 6678,66451.10,5,43450.1,96,na,74.957
rec-7973-dup-0,,georjia,quiloiam,26p7,melbourne,07 4019 3851,6651 0874 7571 0509,65459.04,28,96585.1,631,m,79.987
rec-7973-dup-1,,georgya,quilliam,2607,melbourne,,665 0874 7571 0509,65459.04,28,96585.1,863,m,79.987
rec-7973-org,male,georgia,quilliam,2607,melbourne,07 4019 3851,6651 0874 7571 0509,65459.04,28,96585.1,63,m,79.987
rec-7974-dup-0,,couahtney,quindon,2902,sydney,02 0056 0744,4943 3919 8780 53842,86887.63,21,52892.6,06,m,73.904
rec-7974-org,male,courtney,quinton,2902,sydney,02 0056 0744,4943 3919 8780 5342,86887.63,21,52892.6,60,m,73.904
rec-7975-org,male,matilda,penno,2615,sydney,07 2673 2714,5888 1443 8016 3654,53954.81,60,97936.2,87,m,79.362
rec-7976-dup-0,,isabella,morrizon,2604,melbourme,,8306 0202 8529 5022,8094.74,87,140211.1,597,f,80.714
rec-7976-dup-1,male,istabella,morrjson,2694,melpourne,,8306 0202 8529 5022,8094.74,87,140211.1,57,f,80.714
rec-7976-org,male,isabella,morrison,2604,melbourne,02 2279 4891,8306 0202 8529 5022,8094.74,87,140211.1,57,f,80.714
rec-7977-dup-0,,natalya,crossell,2600,,03 9572 0541,7349 3529 096 0067,52553.03,5,32477.6,40,m,72.218
rec-7977-dup-1,,natalia,crostswell,2609,melbourne,,73491 3529 5096 0067,52553.03,5,32477.6,40,m,72.218
rec-7977-org,male,natalia,crosswell,2600,melbourne,03 9572 0541,7349 3529 5096 0067,52553.03,5,32477.6,40,m,72.218
rec-7978-dup-0,,olifia,pulford,missing,,,7646 6866 8350 1201,60915.37,58,38621.3,59,f,78.393
rec-7978-org,male,olivia,pulford,2602,melbourne,08 3928 1657,7646 6866 8350 1201,60915.37,58,38621.3,59,f,78.393
rec-7979-dup-0,male,makentsie,malesik,2625,,02 6390 5649,9497 8746 44 30 9187,45087.32,41,185570.8,75,f,72.883
rec-7979-org,male,makenzie,malesic,2615,perth,02 6390 5649,9497 8746 4430 9187,45087.32,41,185570.8,75,f,72.883
rec-7980-org,female,jessica,nozza,2602,melbourne,02 3793 0530,0686 6982 6152 3515,7402.58,12,70825.7,25,na,73.836
rec-7981-dup-0,male,niki,nafarro,26p3,perth,,369 7628 8725 7785,22928.40,80,27828.4,101,f,70.483
rec-7981-org,male,nikki,navarro,2603,perth,07 4945 4642,1369 7628 8725 7785,22928.40,80,27828.4,101,f,70.483
rec-7982-org,male,kirra,reid,2903,sydney,07 8185 4155,8703 2473 9129 0065,44381.29,119,76216.8,25,na,83.591
rec-7983-org,male,kirra,tuckwell,2913,melbourne,07 8784 1000,0306 9029 4491 7916,50064.28,67,63972.4,29,na,78.597
rec-7984-dup-0,,zophie,blake,29o3,melbourne,,9005 29827163 7695,74358.49,100,66007.0,79,m,72.446
rec-7984-org,male,sophie,blake,2903,melbourne,08 4995 8432,9005 2982 7163 7695,74358.49,100,66007.0,79,m,72.446
rec-7985-dup-0,male,katharide,timauro,290y,melbourne,08 9687 4555,5143 288 2208 9742,27059.61,57,58965.3,36,m,75.973
rec-7985-dup-1,,kadharine,timauro,2906,melbouahne,,5143 2848 2208 9742,27059.61,57,58965.3,63,m,75.973
rec-7985-org,male,katharine,dimauro,2906,melbourne,08 9687 4555,5143 2848 2208 9742,27059.61,57,58965.3,63,m,75.973
rec-7986-org,male,hayley,crosswell,2904,sydney,08 6989 3379,5117 6484 3212 1177,67064.34,111,97535.1,61,m,69.725
rec-7987-org,female,petreece,mcglinn,2612,canberra,08 1435 5676,3812 8538 4877 3744,49932.52,112,46190.8,99,f,70.488
rec-7988-org,male,sophie,coppock,2905,sydney,03 0409 0138,9484 9110 2452 4724,69939.63,86,64820.6,104,m,76.463
rec-7989-dup-0,,lilianna,klarke,2615,sydney,,6474 847 1 1258 4292,51590.35,5,79992.6,25,f,72.773
rec-7989-dup-1,male,lillyanna,klarke,2515,,02 9964 6765,64574 8471 1258 4292,51590.35,5,79992.6,25,f,72.773
rec-7989-dup-2,,lill'lanna,claahke,2615,sydney,,6474 8471 1258 4292,51590.35,5,79992.6,28,f,72.773
rec-7989-org,male,lillianna,clarke,2615,sydney,02 9964 6765,6474 8471 1258 4292,51590.35,5,79992.6,25,f,72.773
rec-7990-org,male,saskia,stubbs,2905,sydney,03 5418 0018,9534 9296 7725 2110,67257.03,83,87771.4,73,m,76.642
rec-7991-dup-0,,teaha,wrefort,2603,sydny,04 6238 2372,2232 6918 79821 1155,26665.61,51,32962.6,94,na,75.878
rec-7991-dup-1,,deaha,wreford,2603,,04 6238 2372,2232 918 7921 1155,26665.61,51,32962.6,69,na,75.878
rec-7991-org,male,teaha,wreford,2603,sydney,04 6238 2372,2232 6918 7921 1155,26665.61,51,32962.6,96,na,75.878
rec-7992-org,male,mia,delev,2606,sydney,08 9621 8504,4550 0415 0786 0208,67736.08,39,44746.1,94,na,76.491
rec-7993-dup-0,,ryle,prybe,26q4,sydney,,3241 8528 6130 8905,40848.31,81,65830.6,97,m,70.798
rec-7993-org,female,ryleh,priebe,2614,sydney,03 8762 2190,3241 8528 6130 8905,40848.31,81,65830.6,97,m,70.798
rec-7994-dup-0,male,kiera,burkemeifter,29o5,cahberra,,8131 9881 3101 6874,47348.74,90,38140.5,130,m,74.581
rec-7994-dup-1,male,kira,burgemeifter,290r,canberra,,8131 9881 31201 6874,47348.74,90,38140.5,4103,m,74.581
rec-7994-dup-2,male,ckiera,buahgemeifter,2905,canbderra,,8131 9881 3101 68764,47348.74,90,38140.5,103,m,74.581
rec-7994-org,male,kiera,burgemeifter,2905,canberra,03 1591 2490,8131 9881 3101 6874,47348.74,90,38140.5,103,m,74.581
rec-7995-dup-0,female,jazmine,bronack,2902,melbourbe,,9599 82021 6611 9371,88064.44,3,116408.0,19,na,81.210
rec-7995-dup-1,,jasjine,braunak,2992,melbourn,04 9642 1770,9599 8221 6611 9371,88064.44,3,116408.0,19,na,81.210
rec-7995-dup-2,,jaamine,braunacck,2902,melbournue,,9599 8221 6611 9371,88064.44,3,116408.0,19,na,81.210
rec-7995-org,female,jasmine,braunack,2902,melbourne,04 9642 1770,9599 8221 6611 9371,88064.44,3,116408.0,19,na,81.210
rec-7996-org,female,isabelle,jolly,2617,sydney,03 4985 5074,9966 4040 4957 8515,53751.70,50,79803.2,63,f,71.379
rec-7997-dup-0,,emiili,leaveah,2905,melbourn,03 0207 1816,5828 8068 613 7675,62704.39,0,14877.8,31,na,71.155
rec-7997-org,male,emiily,leaver,2905,melbourne,03 0207 1816,5828 8068 6613 7675,62704.39,0,14877.8,31,na,71.155
rec-7998-org,male,stephanie,durbridge,2612,melbourne,03 3449 1095,3782 6686 3851 9106,69958.98,75,97494.9,26,m,77.225
rec-7999-dup-0,female,briana,clayton,2802,zydney,,2615 6327 6039 7837,89545.86,106,82593.7,37,m,77.662
rec-7999-org,female,brianna,claydon,2902,sydney,02 4369 0793,2615 6327 6039 7837,89545.86,106,82593.7,37,m,77.662
rec-8000-dup-0,,lara,shadb9lt,2y15,sydnwy,08 1533 5976,676 4448 4426 6011,58444.52,97,137779.4,97,f,79.679
rec-8000-dup-1,,uara,shadgolt,2615,sydney,,9676 84448 4426 6011,58444.52,97,137779.4,97,f,79.679
rec-8000-org,male,lara,shadbolt,2615,sydney,08 1533 5976,9676 4448 4426 6011,58444.52,97,137779.4,97,f,79.679
rec-8001-dup-0,,erin,mcgreg0r,29o2,sydney,,0819 46739360 7776,48253.20,27,70970.3,89,f,78.744
rec-8001-dup-1,male,erin,mkregor,2992,sydneiy,,089 4673 9360 7776,48253.20,27,70970.3,89,f,78.744
rec-8001-org,male,erin,mcgregor,2902,sydney,07 8035 1410,0819 4673 9360 7776,48253.20,27,70970.3,89,f,78.744
rec-8002-dup-0,,ellq,sessup,2617,melbourne,,8657 89006711 9365,30345.28,8,3814.2,69,na,71.965
rec-8002-dup-1,,ela,zessup,2617,melbourne,,8657 8900 6711 9365,30345.28,8,3814.2,96,na,71.965
rec-8002-dup-2,,ela,jezsup,26q7,melbourne,,8657 8900 6711 9365,30345.28,8,3814.2,69,na,71.965
rec-8002-org,male,ella,jessup,2617,melbourne,04 7111 4432,8657 8900 6711 9365,30345.28,8,3814.2,69,na,71.965
rec-8003-org,male,hannah,boase,2906,canberra,03 2461 1955,7106 3612 7182 2678,46377.20,44,63197.1,42,na,63.481
rec-8004-dup-0,,alexandra,kahvi,missing,melbourne,,2820 0629 0684 8918,53898.10,23,167217.2,07,f,77.416
rec-8004-dup-1,,alexamdra,kahfj,2615,mekbourne,,2820 0629 0684 8918,53898.10,23,167217.2,107,f,77.416
rec-8004-org,male,alexandra,kahfi,2615,melbourne,02 4027 0084,2820 0629 0684 8918,53898.10,23,167217.2,107,f,77.416
rec-8005-dup-0,,elizabet,mercore|la,2612,sydneyk,08 2872 7025,1002 8687 204 8086,80333.56,39,52793.1,78,f,82.120
rec-8005-org,male,elizabeth,mercorella,2612,sydney,08 2872 7025,1002 8687 2604 8086,80333.56,39,52793.1,78,f,82.120
rec-8006-dup-0,male,kirrah,gunnekl,missing,melbourn,,0287 65005 8576 9098,46106.47,74,33399.7,89,na,70.011
rec-8006-dup-1,,kirah,gunell,2614,melbourne,,0287 6500 8576 998,46106.47,74,33399.7,89,na,70.011
rec-8006-org,male,kirrah,gunnell,2614,melbourne,04 4734 4173,0287 6500 8576 9098,46106.47,74,33399.7,89,na,70.011
rec-8007-org,female,jacynta,reid,2611,brisbane,03 6934 5835,1354 5395 1903 4826,42181.94,21,25137.8,17,na,75.326
rec-8008-dup-0,male,amelya,killard,2904,peahth,,4260 6549 8036 3857,33891.17,115,78851.9,8,m,81.395
rec-8008-dup-1,,amrlia,gillart,2904,perth,,4260 6549 8036  3857,33891.17,115,78851.9,86,m,81.395
rec-8008-dup-2,male,amelya,giloard,2904,peahth,,4260 6549  8036 3857,33891.17,115,78851.9,86,m,81.395
rec-8008-org,male,amelia,gillard,2904,perth,08 8070 2125,4260 6549 8036 3857,33891.17,115,78851.9,86,m,81.395
rec-8009-dup-0,female,jate,hunting,2602,canbe4ra,,9287 14719667 2922,57207.16,88,59309.6,46,m,74.556
rec-8009-org,female,jade,hunting,2602,canberra,08 1891 4464,9287 1471 9667 2922,57207.16,88,59309.6,64,m,74.556
rec-8010-org,male,tara,clarke,2602,sydney,08 8282 1536,0062 1931 3729 8496,87999.95,76,79632.3,95,na,73.829
rec-8011-dup-0,,vemdula,sdephenson,26q1,hobarr,08 0434 9721,2423 7637 3399 2192,15857.51,16,67827.6,64,na,79.653
rec-8011-dup-1,female,ventula,stefenson,2611,,,2423 7637 33969 2192,15857.51,16,67827.6,64,na,79.653
rec-8011-org,female,vendula,stephenson,2611,hobart,08 0434 9721,2423 7637 3399 2192,15857.51,16,67827.6,64,na,79.653
rec-8012-dup-0,,amper,silm,2607,melbourne,,9022 73165369 5951,46159.54,18,146851.6,57,f,78.798
rec-8012-org,male,amber,zilm,2607,melbourne,04 8916 1891,9022 7316 5369 5951,46159.54,18,146851.6,57,f,78.798
rec-8013-dup-0,,amloer,blaks,2611,melbourne,,49147380 5542 8968,31602.39,49,90423.0,88,na,73.217
rec-8013-dup-1,female,aml>er,blak,2611,melb9urne,,414 7380 5542 8968,31602.39,49,90423.0,88,na,73.217
rec-8013-org,female,amber,blake,2611,melbourne,04 8477 5192,4914 7380 5542 8968,31602.39,49,90423.0,88,na,73.217
rec-8014-dup-0,female,montana,marlo,2616,sydnei,,4807 32891 0040 1125,55773.65,109,74200.3,34,m,72.599
rec-8014-org,female,montana,marlow,2615,sydney,04 5543 3205,4807 3281 0040 1125,55773.65,109,74200.3,34,m,72.599
rec-8015-dup-0,male,daylah,cuck,2603,,,0235 6014 42919 4322,58384.25,25,64426.0,61,na,75.800
rec-8015-dup-1,male,daylah,cuck,2y03,perth,,0235 6014 4291 43122,58384.25,25,64426.0,61,na,75.800
rec-8015-dup-2,,taylah,chuck,26o3,pefth,,0235 014 4291 4322,58384.25,25,64426.0,61,na,75.800
rec-8015-org,male,taylah,chuck,2603,perth,08 0656 7924,0235 6014 4291 4322,58384.25,25,64426.0,61,na,75.800
rec-8016-dup-0,,saman5ha,mat6hews,2614,melbourne,07 0250 9122,3164 3041 2533 5706,43464.12,55,74934.7,43,na,73.922
rec-8016-dup-1,male,samanthi,madthews,2616,mlbourne,,3164 3041 2533 5706,43464.12,55,74934.7,42,na,73.922
rec-8016-org,male,samantha,matthews,2615,melbourne,07 0250 9122,3164 3041 2533 5706,43464.12,55,74934.7,42,na,73.922
rec-8017-dup-0,,imogen,laverdy,2913,melb9urne,,1768 90505 5669 6672,63516.67,87,127435.4,23,f,74.782
rec-8017-org,male,imogen,laverty,2913,melbourne,03 2569 2391,1768 9505 5669 6672,63516.67,87,127435.4,23,f,74.782
rec-8018-dup-0,male,broocke,feahris,29p6,,07 4796 8176,4550 4082 9032 5984,59629.13,70,43920.5,81,f,74.260
rec-8018-org,male,brooke,ferris,2906,canberra,07 4796 8176,4550 4082 9032 5984,59629.13,70,43920.5,18,f,74.260
rec-8019-org,male,hanna,mccombe,2614,melbourne,07 8107 7859,3724 4248 2381 4095,27499.28,78,108026.9,50,f,64.862
rec-8020-org,female,holly,stephenson,2603,sydney,04 2803 7312,4357 5510 3520 9749,68031.00,94,76482.3,80,f,75.413
rec-8021-dup-0,,jessica,maynart,26q5,,08 5112 4407,8854 5862 91502 0313,67282.58,77,703.3,15,na,70.812
rec-8021-dup-1,,sessica,maynaahd,2615,melbourne,,8854 5862 9152 0313,67282.58,77,703.3,05,na,70.812
rec-8021-org,male,jessica,maynard,2615,melbourne,08 5112 4407,8854 5862 9152 0313,67282.58,77,703.3,15,na,70.812
rec-8022-org,female,emiily,white,2611,brisbane,07 5457 3925,1385 6796 8217 2701,42753.92,70,144463.3,87,f,80.693
rec-8023-dup-0,male,mystxique,byer,2694,sydne7,,2263 6680 4056 5927,61894.58,8,60306.0,20,m,71.422
rec-8023-dup-1,male,myjtique,puer,2605,sydmey,,2263 6680 4056 5927,61894.58,8,60306.0,20,m,71.422
rec-8023-org,male,mystique,buer,2604,sydney,03 1413 5000,2263 6680 4056 5927,61894.58,8,60306.0,20,m,71.422
rec-8024-org,male,olivia,sitepa,2617,melbourne,04 6269 8736,4727 5666 2954 5759,34419.11,80,48613.9,68,na,79.240
rec-8025-org,male,claudia,savas,2602,perth,02 4265 0545,9204 1132 6634 4632,44957.02,111,83412.7,35,f,76.261
rec-8026-dup-0,,khloe,watmouvh,260w,sydney,,1348 4752 0870 3879,42367.43,91,23390.6,40,na,71.618
rec-8026-dup-1,female,chleo,watmouk,2602,s7dney,,1348 4752 0870 3879,42367.43,91,23390.6,940,na,71.618
rec-8026-org,female,chloe,watmough,2602,sydney,08 3584 6132,1348 4752 0870 3879,42367.43,91,23390.6,40,na,71.618
rec-8027-org,female,anari,galbraith,2902,sydney,02 4461 7789,7376 4205 7465 2566,29412.60,39,12798.0,74,na,75.346
rec-8028-org,female,tyler,maliphongs,2602,brisbane,08 5690 7211,4420 7237 3662 7462,45801.56,113,96929.5,62,m,75.769
rec-8029-org,male,ashlee,newns,2617,canberra,02 9777 8894,7287 1466 4495 6846,38680.72,26,105752.4,83,f,64.117
rec-8030-dup-0,,jessica,greem,missing,sydney,,7538 2603 4763 7303,18568.88,26,31143.5,04,na,72.624
rec-8030-dup-1,,jessika,grin,missing,sydney,,7538 2603 4763 7303,18568.88,26,31143.5,104,na,72.624
rec-8030-dup-2,female,jessica,kreen,2t02,,,7538 2603 49763 7303,18568.88,26,31143.5,104,na,72.624
rec-8030-org,female,jessica,green,2602,sydney,03 0317 5984,7538 2603 4763 7303,18568.88,26,31143.5,104,na,72.624
rec-8031-dup-0,male,charlott,mklelland,2604,pert,,5027 439 8997 0926,75397.08,99,61265.4,59,na,83.766
rec-8031-org,male,charlotte,mclelland,2604,perth,03 8514 2790,5027 4391 8997 0926,75397.08,99,61265.4,59,na,83.766
rec-8032-dup-0,,mickayla,geor9e,2905,melbourne,,7848 0357 526 3962,45944.58,68,55420.6,39,m,81.086
rec-8032-dup-1,female,mickayla,georg3,2i05,melbourn,02 8495 5227,7848 0357 565 3962,45944.58,68,55420.6,39,m,81.086
rec-8032-org,female,mikayla,george,2905,melbourne,02 8495 5227,7848 0357 5265 3962,45944.58,68,55420.6,39,m,81.086
rec-8033-org,male,india,liapis,2913,melbourne,08 6696 8580,1629 9032 2086 8196,49539.59,100,46603.1,94,na,80.129
rec-8034-org,female,sophie,king-jones,2606,perth,08 1104 3128,9276 2568 5181 1679,70310.68,21,19829.4,11,f,71.792
rec-8035-org,female,abby,matthews,2913,melbourne,02 2997 6774,9200 4451 8160 5331,35341.97,2,92370.3,11,f,69.423
rec-8036-org,male,olivia,rehr,2903,melbourne,04 4592 5518,3660 2192 8574 0288,31073.25,81,38808.9,17,m,75.191
rec-8037-dup-0,male,jayfe,colquoun,26p3,melvourne,,5495 1596 6380 4298,47702.99,58,53949.4,15,m,75.215
rec-8037-org,male,jayde,colquhoun,2603,melbourne,07 3498 9203,5495 1596 6380 4298,47702.99,58,53949.4,15,m,75.215
rec-8038-dup-0,,livya,bezuc,missing,melbourne,02 7017 4942,8014 2363 4402 375,53784.92,58,38783.9,22,m,77.534
rec-8038-dup-1,,lifia,bezukh,2617,melbourn,02 7017 4942,8014 2363 440 3575,53784.92,58,38783.9,22,m,77.534
rec-8038-org,female,livia,bezuch,2617,melbourne,02 7017 4942,8014 2363 4402 3575,53784.92,58,38783.9,22,m,77.534
rec-8039-dup-0,,matildaw,oatx,261r,perth,04 9130 0706,9873 8210 05683 3679,67377.21,93,193010.1,86,f,81.378
rec-8039-dup-1,,matiida,oat5,2615,peahth,,9873 8210 5683 3679,67377.21,93,193010.1,86,f,81.378
